shipment_id,order_id,warehouse_id,carrier,shipment_date,delivery_date,shipping_status,shipping_cost
SHP00054991,ORD00057974,WH004,DHL,2026-03-24 09:29:40,2026-04-02 09:29:40,DELIVERED,986.0
SHP00054992,ORD00057975,WH003,Delhivery,2026-07-26 12:06:45,,IN_TRANSIT,1153.19
SHP00054993,ORD00057976,WH005,FedEx,2026-01-02 03:57:01,,IN_TRANSIT,1227.78
SHP00054994,ORD00057977,WH007,XpressBees,2025-05-19 09:18:16,2025-05-27 09:18:16,DELIVERED,986.36
SHP00054995,ORD00057978,WH006,BlueDart,2025-02-03 10:50:34,2025-02-09 10:50:34,DELIVERED,1255.17
SHP00054996,ORD00057979,WH003,Ecom Express,2026-04-07 12:06:28,2026-04-16 12:06:28,DELIVERED,258.13
SHP00054997,ORD00057980,WH006,DHL,2025-03-14 08:51:12,2025-03-16 08:51:12,DELIVERED,84.74
SHP00054998,ORD00057981,WH008,FedEx,2025-08-25 22:18:29,2025-08-27 22:18:29,DELIVERED,1498.46
SHP00054999,ORD00057982,WH008,DTDC,2026-05-21 04:41:31,,IN_TRANSIT,1126.77
SHP00055000,ORD00057983,WH005,DTDC,2026-07-23 12:41:33,2026-07-25 12:41:33,DELIVERED,74.45
SHP00055001,ORD00057984,WH007,DHL,2025-12-04 13:57:59,,IN_TRANSIT,1400.68
SHP00055002,ORD00057985,WH005,DHL,2026-02-26 07:22:12,2026-02-27 07:22:12,DELIVERED,656.21
SHP00055003,ORD00057986,WH005,DHL,2026-02-13 09:59:52,,IN_TRANSIT,62.12
SHP00055004,ORD00057987,WH001,Ecom Express,2025-08-15 21:46:29,2025-08-17 21:46:29,DELIVERED,315.92
SHP00055005,ORD00057988,WH005,DTDC,2025-09-09 16:09:52,2025-09-10 16:09:52,DELIVERED,1205.5
SHP00055006,ORD00057989,WH007,DHL,2025-03-26 01:00:27,2025-04-04 01:00:27,DELIVERED,149.59
SHP00055007,ORD00057990,WH001,DHL,2025-04-30 23:38:30,,IN_TRANSIT,93.42
SHP00055008,ORD00057991,WH010,BlueDart,2026-02-04 12:47:40,2026-02-12 12:47:40,DELIVERED,740.19
SHP00055009,ORD00057992,WH010,DTDC,2025-06-24 19:03:33,2025-06-27 19:03:33,DELIVERED,351.75
SHP00055010,ORD00057993,WH009,Delhivery,2025-07-14 23:56:50,2025-07-15 23:56:50,DELIVERED,1404.7
SHP00055011,ORD00057994,WH001,FedEx,2025-10-07 19:03:24,,CANCELLED,51.62
SHP00055012,ORD00057995,WH007,Ecom Express,2026-05-14 21:01:29,,IN_TRANSIT,1410.37
SHP00055013,ORD00057996,WH006,Delhivery,2025-10-26 08:15:50,2025-10-30 08:15:50,DELIVERED,694.96
SHP00055014,ORD00057997,WH006,DTDC,2025-01-14 20:40:38,2025-01-15 20:40:38,DELIVERED,1386.65
SHP00055015,ORD00057998,WH007,BlueDart,2026-01-20 14:16:00,,IN_TRANSIT,388.75
SHP00055016,ORD00057999,WH004,DTDC,2025-09-21 10:05:54,2025-09-29 10:05:54,DELIVERED,256.99
SHP00055017,ORD00058000,WH003,DTDC,2025-01-20 08:33:28,,IN_TRANSIT,208.63
SHP00055018,ORD00058001,WH002,Delhivery,2025-01-09 03:49:38,,CANCELLED,887.44
SHP00055019,ORD00058002,WH008,DHL,2026-04-17 00:09:32,2026-04-25 00:09:32,DELIVERED,1363.11
SHP00055020,ORD00058003,WH008,XpressBees,2025-10-31 14:00:01,2025-11-06 14:00:01,DELIVERED,1192.67
SHP00055021,ORD00058004,WH006,XpressBees,2026-06-04 03:17:03,2026-06-10 03:17:03,DELIVERED,355.48
SHP00055022,ORD00058005,WH009,FedEx,2026-02-09 23:00:49,2026-02-15 23:00:49,DELIVERED,1137.6
SHP00055023,ORD00058006,WH004,DTDC,2025-08-07 05:24:48,,IN_TRANSIT,870.94
SHP00055024,ORD00058007,WH007,DHL,2025-11-20 11:50:39,2025-11-26 11:50:39,DELIVERED,107.3
SHP00055025,ORD00058008,WH009,XpressBees,2025-06-13 08:30:40,2025-06-15 08:30:40,DELAYED,485.3
SHP00055026,ORD00058009,WH010,FedEx,2026-05-30 14:09:32,,IN_TRANSIT,815.45
SHP00055027,ORD00058010,WH008,BlueDart,2025-08-01 09:32:13,2025-08-02 09:32:13,DELIVERED,1253.43
SHP00055028,ORD00058011,WH003,DTDC,2026-04-23 10:19:35,2026-05-02 10:19:35,DELIVERED,834.32
SHP00055029,ORD00058012,WH003,XpressBees,2025-02-25 09:37:15,,IN_TRANSIT,992.79
SHP00055030,ORD00058013,WH003,BlueDart,2025-05-13 22:03:17,2025-05-14 22:03:17,DELAYED,897.33
SHP00055031,ORD00058014,WH007,Delhivery,2026-04-10 12:17:01,2026-04-17 12:17:01,DELIVERED,111.78
SHP00055032,ORD00058015,WH003,DTDC,2025-05-02 05:04:40,,IN_TRANSIT,1226.26
SHP00055033,ORD00058016,WH007,DTDC,2025-09-22 07:28:59,2025-09-28 07:28:59,DELIVERED,362.01
SHP00055034,ORD00058017,WH007,Ecom Express,2026-03-23 12:49:59,2026-04-01 12:49:59,DELIVERED,209.15
SHP00055035,ORD00058018,WH002,DHL,2025-01-22 11:05:31,2025-01-26 11:05:31,DELIVERED,551.67
SHP00055036,ORD00058019,WH007,DHL,2025-02-19 13:46:06,2025-03-01 13:46:06,DELIVERED,1035.7
SHP00055037,ORD00058020,WH010,FedEx,2026-07-07 06:21:10,2026-07-10 06:21:10,DELAYED,1216.63
SHP00055038,ORD00058021,WH009,XpressBees,2025-09-19 19:43:03,2025-09-26 19:43:03,DELIVERED,57.37
SHP00055039,ORD00058022,WH010,Ecom Express,2025-08-14 08:04:54,,IN_TRANSIT,1351.77
SHP00055040,ORD00058023,WH005,FedEx,2025-07-19 02:24:08,2025-07-27 02:24:08,DELIVERED,1492.07
SHP00055041,ORD00058024,WH004,Ecom Express,2025-03-12 21:41:31,2025-03-17 21:41:31,DELIVERED,592.15
SHP00055042,ORD00058025,WH005,Delhivery,2025-10-22 11:33:38,2025-10-27 11:33:38,DELIVERED,610.23
SHP00055043,ORD00058026,WH002,DTDC,2025-07-06 02:51:43,2025-07-12 02:51:43,DELIVERED,81.73
SHP00055044,ORD00058027,WH008,Ecom Express,2026-06-01 05:19:19,2026-06-04 05:19:19,DELIVERED,428.45
SHP00055045,ORD00058028,WH003,Delhivery,2025-05-15 05:36:23,2025-05-16 05:36:23,DELIVERED,428.96
SHP00055046,ORD00058029,WH008,DHL,2025-10-29 17:23:58,,IN_TRANSIT,1497.74
SHP00055047,ORD00058030,WH003,BlueDart,2025-03-21 22:30:23,2025-03-22 22:30:23,DELIVERED,708.71
SHP00055048,ORD00058031,WH002,Ecom Express,2026-03-09 15:14:28,2026-03-18 15:14:28,DELIVERED,982.9
SHP00055049,ORD00058032,WH003,Ecom Express,2025-04-22 16:46:40,2025-04-26 16:46:40,DELIVERED,776.91
SHP00055050,ORD00058033,WH003,DHL,2026-06-10 23:38:48,2026-06-15 23:38:48,DELIVERED,998.0
SHP00055051,ORD00058034,WH005,Delhivery,2025-04-16 11:47:21,2025-04-23 11:47:21,DELIVERED,1049.55
SHP00055052,ORD00058035,WH004,DHL,2025-02-13 09:25:24,2025-02-20 09:25:24,DELIVERED,285.91
SHP00055053,ORD00058036,WH008,FedEx,2026-03-23 23:51:23,2026-03-27 23:51:23,DELIVERED,186.33
SHP00055054,ORD00058037,WH006,DHL,2026-02-08 14:38:38,2026-02-18 14:38:38,DELIVERED,1168.27
SHP00055055,ORD00058038,WH004,FedEx,2026-01-11 08:50:31,,IN_TRANSIT,1436.62
SHP00055056,ORD00058039,WH010,XpressBees,2026-05-27 23:00:46,2026-06-03 23:00:46,DELIVERED,383.93
SHP00055057,ORD00058040,WH010,DHL,2026-07-29 16:36:31,2026-08-01 16:36:31,DELIVERED,1264.32
SHP00055058,ORD00058041,WH002,DTDC,2026-03-27 14:18:27,,IN_TRANSIT,1305.02
SHP00055059,ORD00058042,WH010,DTDC,2026-02-24 11:57:17,2026-03-06 11:57:17,DELIVERED,508.65
SHP00055060,ORD00058043,WH004,DHL,2025-01-23 10:39:44,2025-01-26 10:39:44,DELIVERED,673.48
SHP00055061,ORD00058044,WH003,DTDC,2025-03-31 15:27:04,2025-04-05 15:27:04,DELIVERED,229.74
SHP00055062,ORD00058045,WH006,XpressBees,2026-04-30 05:32:41,2026-05-02 05:32:41,DELIVERED,694.28
SHP00055063,ORD00058046,WH002,Ecom Express,2025-06-07 07:44:25,,IN_TRANSIT,535.02
SHP00055064,ORD00058047,WH006,FedEx,2025-12-24 09:34:52,2025-12-31 09:34:52,DELIVERED,508.05
SHP00055065,ORD00058048,WH008,Delhivery,2025-05-02 20:45:48,,IN_TRANSIT,802.13
SHP00055066,ORD00058049,WH002,Delhivery,2026-06-16 18:23:56,2026-06-26 18:23:56,DELIVERED,1392.94
SHP00055067,ORD00058050,WH003,Delhivery,2026-01-17 20:05:40,2026-01-25 20:05:40,DELAYED,183.2
SHP00055068,ORD00058051,WH006,DTDC,2025-09-13 09:01:36,,CANCELLED,666.61
SHP00055069,ORD00058052,WH003,BlueDart,2026-06-19 10:04:39,,IN_TRANSIT,90.45
SHP00055070,ORD00058053,WH009,FedEx,2025-10-12 03:47:52,2025-10-20 03:47:52,DELAYED,864.5
SHP00055071,ORD00058054,WH006,DTDC,2026-01-30 10:18:45,2026-01-31 10:18:45,DELIVERED,1069.78
SHP00055072,ORD00058055,WH010,BlueDart,2025-01-09 09:23:35,2025-01-18 09:23:35,DELAYED,344.36
SHP00055073,ORD00058056,WH010,FedEx,2025-05-12 16:29:24,2025-05-15 16:29:24,DELIVERED,53.35
SHP00055074,ORD00058057,WH010,BlueDart,2025-02-24 08:23:20,2025-03-01 08:23:20,DELIVERED,68.39
SHP00055075,ORD00058058,WH009,XpressBees,2026-05-14 11:11:57,,IN_TRANSIT,929.03
SHP00055076,ORD00058059,WH001,BlueDart,2026-05-19 05:54:12,,IN_TRANSIT,603.71
SHP00055077,ORD00058060,WH001,FedEx,2025-02-01 17:05:40,2025-02-05 17:05:40,DELIVERED,103.9
SHP00055078,ORD00058061,WH006,DTDC,2026-01-16 19:17:39,2026-01-23 19:17:39,DELIVERED,1249.43
SHP00055079,ORD00058062,WH009,Delhivery,2025-05-26 02:39:59,2025-06-02 02:39:59,DELIVERED,795.99
SHP00055080,ORD00058063,WH003,DHL,2025-10-01 15:39:59,2025-10-07 15:39:59,DELIVERED,727.03
SHP00055081,ORD00058064,WH010,DHL,2025-06-16 14:46:07,2025-06-24 14:46:07,DELIVERED,391.72
SHP00055082,ORD00058065,WH009,BlueDart,2026-03-15 10:07:21,2026-03-16 10:07:21,DELIVERED,1130.9
SHP00055083,ORD00058066,WH008,BlueDart,2025-05-22 06:03:12,2025-05-24 06:03:12,DELIVERED,744.56
SHP00055084,ORD00058067,WH003,DTDC,2025-11-01 18:40:35,,CANCELLED,186.59
SHP00055085,ORD00058068,WH006,BlueDart,2025-10-23 16:47:54,2025-10-31 16:47:54,DELIVERED,561.12
SHP00055086,ORD00058069,WH002,Ecom Express,2026-02-27 07:39:05,,IN_TRANSIT,381.79
SHP00055087,ORD00058070,WH009,Delhivery,2025-02-28 23:12:07,2025-03-02 23:12:07,DELIVERED,1049.15
SHP00055088,ORD00058072,WH007,DTDC,2026-02-15 16:42:32,2026-02-17 16:42:32,DELIVERED,127.0
SHP00055089,ORD00058073,WH004,Ecom Express,2025-03-17 19:11:18,2025-03-25 19:11:18,DELIVERED,1270.86
SHP00055090,ORD00058074,WH005,FedEx,2025-10-11 16:29:02,2025-10-17 16:29:02,DELIVERED,587.26
SHP00055091,ORD00058075,WH004,DHL,2025-06-19 21:45:08,2025-06-25 21:45:08,DELIVERED,1004.58
SHP00055092,ORD00058076,WH010,XpressBees,2026-01-26 18:01:45,,IN_TRANSIT,147.71
SHP00055093,ORD00058077,WH004,Delhivery,2025-09-13 05:03:36,2025-09-18 05:03:36,DELAYED,241.79
SHP00055094,ORD00058079,WH004,XpressBees,2026-03-31 04:24:25,2026-04-05 04:24:25,DELIVERED,1471.39
SHP00055095,ORD00058080,WH010,XpressBees,2025-11-24 12:47:37,,IN_TRANSIT,603.38
SHP00055096,ORD00058081,WH005,DHL,2025-05-31 03:09:10,2025-06-02 03:09:10,DELIVERED,561.17
SHP00055097,ORD00058082,WH009,DTDC,2025-04-02 03:54:38,2025-04-11 03:54:38,DELIVERED,360.79
SHP00055098,ORD00058083,WH001,Delhivery,2025-01-21 12:17:46,2025-01-30 12:17:46,DELIVERED,401.9
SHP00055099,ORD00058084,WH008,DTDC,2025-06-16 12:53:25,2025-06-22 12:53:25,DELIVERED,406.63
SHP00055100,ORD00058085,WH002,DTDC,2025-04-05 06:04:26,2025-04-09 06:04:26,DELAYED,1153.42
SHP00055101,ORD00058086,WH002,FedEx,2026-07-25 04:51:41,,CANCELLED,993.4
SHP00055102,ORD00058087,WH005,Delhivery,2025-01-13 05:30:46,2025-01-14 05:30:46,DELIVERED,212.9
SHP00055103,ORD00058088,WH008,Delhivery,2025-05-21 23:42:29,2025-05-23 23:42:29,DELIVERED,555.11
SHP00055104,ORD00058089,WH001,BlueDart,2025-05-08 05:10:54,2025-05-15 05:10:54,DELAYED,888.31
SHP00055105,ORD00058090,WH003,XpressBees,2025-10-19 12:29:01,2025-10-27 12:29:01,DELIVERED,479.04
SHP00055106,ORD00058091,WH003,Delhivery,2026-05-22 12:39:36,2026-05-23 12:39:36,DELIVERED,921.06
SHP00055107,ORD00058092,WH009,DHL,2026-01-29 02:30:02,,IN_TRANSIT,897.44
SHP00055108,ORD00058093,WH005,DHL,2026-03-21 16:28:08,2026-03-24 16:28:08,DELIVERED,182.05
SHP00055109,ORD00058094,WH010,BlueDart,2025-09-16 20:41:20,2025-09-18 20:41:20,DELIVERED,1110.68
SHP00055110,ORD00058095,WH001,DHL,2025-08-04 20:49:50,2025-08-08 20:49:50,DELIVERED,334.13
SHP00055111,ORD00058096,WH001,Ecom Express,2025-03-19 16:14:52,2025-03-24 16:14:52,DELIVERED,1407.96
SHP00055112,ORD00058097,WH005,Delhivery,2026-07-20 20:40:31,2026-07-28 20:40:31,DELIVERED,1207.92
SHP00055113,ORD00058098,WH004,FedEx,2025-04-19 14:52:40,,CANCELLED,229.37
SHP00055114,ORD00058099,WH008,BlueDart,2026-01-01 10:19:47,2026-01-09 10:19:47,DELAYED,387.55
SHP00055115,ORD00058100,WH004,FedEx,2025-08-10 13:05:12,2025-08-20 13:05:12,DELIVERED,1174.69
SHP00055116,ORD00058101,WH004,XpressBees,2025-03-18 05:13:53,2025-03-23 05:13:53,DELIVERED,1155.11
SHP00055117,ORD00058102,WH001,Ecom Express,2025-02-06 15:52:11,2025-02-12 15:52:11,DELIVERED,1425.06
SHP00055118,ORD00058103,WH006,FedEx,2025-05-05 06:46:41,2025-05-13 06:46:41,DELIVERED,425.87
SHP00055119,ORD00058104,WH005,XpressBees,2025-04-28 20:35:09,2025-05-05 20:35:09,DELIVERED,160.5
SHP00055120,ORD00058105,WH008,FedEx,2026-01-13 02:29:06,2026-01-18 02:29:06,DELIVERED,916.37
SHP00055121,ORD00058106,WH005,Delhivery,2025-04-02 16:00:07,2025-04-12 16:00:07,DELIVERED,239.78
SHP00055122,ORD00058107,WH007,Delhivery,2026-06-29 06:41:39,2026-07-03 06:41:39,DELIVERED,1163.25
SHP00055123,ORD00058108,WH004,BlueDart,2025-03-20 11:52:38,2025-03-28 11:52:38,DELIVERED,936.51
SHP00055124,ORD00058109,WH003,DTDC,2025-05-22 12:12:07,2025-05-23 12:12:07,DELIVERED,515.79
SHP00055125,ORD00058110,WH009,BlueDart,2025-02-17 09:34:14,2025-02-26 09:34:14,DELIVERED,163.91
SHP00055126,ORD00058111,WH007,Ecom Express,2025-09-08 15:51:56,,IN_TRANSIT,299.1
SHP00055127,ORD00058112,WH001,Delhivery,2026-01-08 04:39:12,2026-01-16 04:39:12,DELIVERED,813.49
SHP00055128,ORD00058113,WH002,BlueDart,2026-06-22 04:36:35,2026-06-29 04:36:35,DELIVERED,334.54
SHP00055129,ORD00058114,WH008,XpressBees,2026-06-02 12:06:24,2026-06-03 12:06:24,DELIVERED,557.58
SHP00055130,ORD00058115,WH009,XpressBees,2025-09-21 18:21:29,,CANCELLED,917.55
SHP00055131,ORD00058116,WH010,Delhivery,2025-07-01 22:36:49,,IN_TRANSIT,67.26
SHP00055132,ORD00058117,WH006,DTDC,2026-03-09 07:28:28,2026-03-14 07:28:28,DELIVERED,339.44
SHP00055133,ORD00058118,WH008,BlueDart,2025-04-15 14:44:27,2025-04-16 14:44:27,DELIVERED,974.17
SHP00055134,ORD00058119,WH007,Delhivery,2026-04-18 14:41:24,2026-04-26 14:41:24,DELIVERED,1399.73
SHP00055135,ORD00058120,WH005,Ecom Express,2025-06-13 12:49:08,2025-06-16 12:49:08,DELIVERED,362.44
SHP00055136,ORD00058121,WH006,DTDC,2025-12-30 08:34:30,2026-01-01 08:34:30,DELIVERED,1443.42
SHP00055137,ORD00058122,WH010,DTDC,2026-05-14 00:20:22,2026-05-20 00:20:22,DELIVERED,500.25
SHP00055138,ORD00058123,WH003,DHL,2025-04-08 07:38:15,,IN_TRANSIT,1447.15
SHP00055139,ORD00058124,WH010,DTDC,2025-07-23 13:22:26,2025-07-26 13:22:26,DELIVERED,934.79
SHP00055140,ORD00058126,WH002,XpressBees,2025-09-18 03:05:32,2025-09-25 03:05:32,DELIVERED,1345.22
SHP00055141,ORD00058127,WH008,Delhivery,2026-05-16 10:35:49,2026-05-25 10:35:49,DELIVERED,784.15
SHP00055142,ORD00058128,WH003,Delhivery,2025-03-24 23:38:25,,IN_TRANSIT,743.73
SHP00055143,ORD00058129,WH007,Delhivery,2026-07-05 10:34:35,2026-07-09 10:34:35,DELIVERED,317.85
SHP00055144,ORD00058130,WH002,DTDC,2025-10-23 05:29:51,2025-10-25 05:29:51,DELIVERED,1138.9
SHP00055145,ORD00058131,WH005,DTDC,2025-09-15 21:34:11,,DELIVERED,65.06
SHP00055146,ORD00058132,WH003,Delhivery,2026-04-11 09:59:19,2026-04-16 09:59:19,DELIVERED,802.39
SHP00055147,ORD00058133,WH002,FedEx,2026-02-19 10:47:14,2026-03-01 10:47:14,DELIVERED,1425.88
SHP00055148,ORD00058134,WH004,DTDC,2025-01-31 07:40:59,2025-02-06 07:40:59,DELIVERED,1320.99
SHP00055149,ORD00058135,WH008,DHL,2025-05-25 23:19:49,,IN_TRANSIT,298.83
SHP00055150,ORD00058136,WH008,DTDC,2025-10-23 13:38:14,2025-10-25 13:38:14,DELIVERED,468.17
SHP00055151,ORD00058137,WH007,DHL,2026-04-14 15:21:10,2026-04-23 15:21:10,DELIVERED,1143.35
SHP00055152,ORD00058138,WH009,DHL,2025-08-25 20:57:42,2025-08-26 20:57:42,DELAYED,1256.01
SHP00055153,ORD00058139,WH005,DHL,2025-08-11 16:10:17,2025-08-19 16:10:17,DELAYED,558.39
SHP00055154,ORD00058140,WH010,BlueDart,2025-05-25 17:57:09,2025-06-04 17:57:09,DELIVERED,1158.9
SHP00055155,ORD00058141,WH004,Ecom Express,2025-07-23 05:40:56,,IN_TRANSIT,485.67
SHP00055156,ORD00058142,WH010,DTDC,2025-04-13 13:05:48,2025-04-15 13:05:48,DELIVERED,1132.58
SHP00055157,ORD00058143,WH010,DHL,2025-06-13 22:06:56,,IN_TRANSIT,1283.1
SHP00055158,ORD00058144,WH002,Delhivery,2026-07-04 09:17:46,2026-07-06 09:17:46,DELIVERED,440.15
SHP00055159,ORD00058145,WH003,Ecom Express,2025-07-16 10:31:31,,IN_TRANSIT,605.02
SHP00055160,ORD00058146,WH006,XpressBees,2026-03-05 16:41:28,2026-03-15 16:41:28,DELIVERED,240.99
SHP00055161,ORD00058147,WH007,XpressBees,2025-01-20 22:29:47,,IN_TRANSIT,193.55
SHP00055162,ORD00058148,WH002,XpressBees,2025-05-26 02:11:43,2025-06-03 02:11:43,DELIVERED,655.12
SHP00055163,ORD00058149,WH007,Delhivery,2026-04-13 10:06:34,,IN_TRANSIT,152.0
SHP00055164,ORD00058150,WH008,Ecom Express,2026-06-09 14:41:50,2026-06-10 14:41:50,DELAYED,1395.91
SHP00055165,ORD00058151,WH007,Delhivery,2026-08-02 16:37:40,2026-08-05 16:37:40,DELIVERED,1291.02
SHP00055166,ORD00058152,WH009,Delhivery,2025-03-18 15:06:24,2025-03-19 15:06:24,DELIVERED,1153.19
SHP00055167,ORD00058153,WH004,BlueDart,2025-03-05 17:43:16,2025-03-13 17:43:16,DELIVERED,1277.3
SHP00055168,ORD00058154,WH005,Delhivery,2025-02-21 20:55:28,2025-02-26 20:55:28,DELIVERED,806.2
SHP00055169,ORD00058155,WH001,Delhivery,2025-09-07 15:45:29,2025-09-09 15:45:29,DELIVERED,1425.48
SHP00055170,ORD00058156,WH009,XpressBees,2026-03-24 10:31:15,2026-04-02 10:31:15,DELIVERED,662.63
SHP00055171,ORD00058157,WH006,XpressBees,2025-10-02 13:20:19,2025-10-03 13:20:19,DELIVERED,195.72
SHP00055172,ORD00058158,WH006,Delhivery,2025-07-12 19:40:53,,IN_TRANSIT,568.89
SHP00055173,ORD00058159,WH010,BlueDart,2025-05-16 00:39:17,2025-05-25 00:39:17,DELIVERED,1028.61
SHP00055174,ORD00058160,WH009,BlueDart,2026-05-04 14:43:21,2026-05-11 14:43:21,DELIVERED,350.53
SHP00055175,ORD00058161,WH007,BlueDart,2025-07-03 08:35:00,,CANCELLED,451.1
SHP00055176,ORD00058162,WH003,XpressBees,2026-07-18 03:25:04,2026-07-27 03:25:04,DELIVERED,193.03
SHP00055177,ORD00058163,WH006,BlueDart,2025-11-27 17:36:16,,IN_TRANSIT,350.95
SHP00055178,ORD00058164,WH006,XpressBees,2025-05-28 15:45:31,2025-06-01 15:45:31,DELIVERED,669.98
SHP00055179,ORD00058165,WH002,Delhivery,2025-06-01 23:07:51,2025-06-09 23:07:51,DELIVERED,1388.52
SHP00055180,ORD00058167,WH003,Delhivery,2025-08-27 19:59:22,2025-09-06 19:59:22,DELIVERED,1154.22
SHP00055181,ORD00058168,WH006,FedEx,2025-01-12 15:49:41,2025-01-15 15:49:41,DELAYED,908.05
SHP00055182,ORD00058169,WH002,BlueDart,2025-06-09 02:26:43,2025-06-14 02:26:43,DELIVERED,1122.4
SHP00055183,ORD00058170,WH003,FedEx,2026-06-04 04:17:04,2026-06-12 04:17:04,DELIVERED,788.93
SHP00055184,ORD00058171,WH009,XpressBees,2025-08-18 21:31:17,,IN_TRANSIT,182.18
SHP00055185,ORD00058172,WH010,XpressBees,2025-05-07 17:26:02,2025-05-10 17:26:02,DELIVERED,483.58
SHP00055186,ORD00058173,WH001,DHL,2025-10-31 15:17:39,2025-11-07 15:17:39,DELIVERED,1200.1
SHP00055187,ORD00058174,WH005,Ecom Express,2026-03-04 05:20:43,,IN_TRANSIT,1304.02
SHP00055188,ORD00058175,WH010,Ecom Express,2025-12-31 09:58:25,2026-01-10 09:58:25,DELIVERED,1017.05
SHP00055189,ORD00058177,WH007,DTDC,2025-06-27 05:39:05,2025-07-02 05:39:05,DELIVERED,329.85
SHP00055190,ORD00058178,WH007,FedEx,2025-04-15 02:22:18,2025-04-22 02:22:18,DELIVERED,1015.24
SHP00055191,ORD00058179,WH010,Ecom Express,2025-03-24 10:32:32,2025-03-27 10:32:32,DELIVERED,588.6
SHP00055192,ORD00058181,WH005,BlueDart,2025-11-27 01:09:38,2025-12-03 01:09:38,DELIVERED,315.15
SHP00055193,ORD00058183,WH009,FedEx,2025-03-28 01:57:55,,IN_TRANSIT,742.05
SHP00055194,ORD00058184,WH008,BlueDart,2025-07-12 09:13:54,,IN_TRANSIT,656.54
SHP00055195,ORD00058185,WH005,Ecom Express,2025-12-05 08:38:07,,IN_TRANSIT,657.7
SHP00055196,ORD00058186,WH007,XpressBees,2025-11-28 11:39:12,2025-12-02 11:39:12,DELIVERED,510.07
SHP00055197,ORD00058187,WH001,BlueDart,2025-08-22 17:10:25,,IN_TRANSIT,1255.17
SHP00055198,ORD00058188,WH010,DTDC,2025-03-07 04:47:16,2025-03-11 04:47:16,DELIVERED,1385.05
SHP00055199,ORD00058189,WH007,Delhivery,2026-03-07 10:56:10,2026-03-15 10:56:10,DELIVERED,1364.2
SHP00055200,ORD00058190,WH007,BlueDart,2026-03-26 13:51:57,,IN_TRANSIT,706.55
SHP00055201,ORD00058191,WH004,Ecom Express,2026-07-16 18:41:29,2026-07-19 18:41:29,DELIVERED,171.51
SHP00055202,ORD00058192,WH001,FedEx,2025-10-01 08:39:13,,CANCELLED,528.58
SHP00055203,ORD00058193,WH004,Ecom Express,2025-09-05 04:47:18,2025-09-08 04:47:18,DELAYED,1011.76
SHP00055204,ORD00058194,WH005,Delhivery,2026-02-19 19:04:03,,CANCELLED,1162.97
SHP00055205,ORD00058195,WH001,BlueDart,2025-11-03 06:47:44,2025-11-11 06:47:44,DELAYED,716.17
SHP00055206,ORD00058196,WH001,Delhivery,2025-09-10 22:56:15,2025-09-11 22:56:15,DELIVERED,468.23
SHP00055207,ORD00058197,WH007,Ecom Express,2026-01-29 08:00:30,2026-02-01 08:00:30,DELIVERED,811.72
SHP00055208,ORD00058198,WH001,FedEx,2025-08-15 13:28:24,2025-08-25 13:28:24,DELIVERED,807.3
SHP00055209,ORD00058199,WH006,Ecom Express,2025-03-09 01:02:54,2025-03-15 01:02:54,DELAYED,1391.14
SHP00055210,ORD00058200,WH009,DTDC,2026-02-07 23:00:28,2026-02-13 23:00:28,DELIVERED,1491.57
SHP00055211,ORD00058201,WH004,DHL,2025-05-02 02:44:20,,IN_TRANSIT,177.79
SHP00055212,ORD00058202,WH004,XpressBees,2026-02-04 09:54:28,2026-02-13 09:54:28,DELIVERED,82.26
SHP00055213,ORD00058203,WH006,BlueDart,2025-02-24 04:36:54,,IN_TRANSIT,545.08
SHP00055214,ORD00058204,WH009,DTDC,2025-12-13 02:36:34,2025-12-21 02:36:34,DELIVERED,1390.43
SHP00055215,ORD00058205,WH003,BlueDart,2026-04-07 21:33:16,,IN_TRANSIT,1440.88
SHP00055216,ORD00058206,WH002,Delhivery,2025-11-06 14:57:54,2025-11-09 14:57:54,DELIVERED,1280.66
SHP00055217,ORD00058207,WH006,XpressBees,2025-08-03 07:25:05,2025-08-11 07:25:05,DELIVERED,1228.58
SHP00055218,ORD00058208,WH005,DHL,2025-10-11 13:26:00,,IN_TRANSIT,295.66
SHP00055219,ORD00058209,WH002,Ecom Express,2026-03-29 10:39:14,,CANCELLED,580.87
SHP00055220,ORD00058210,WH002,Ecom Express,2026-08-02 09:55:54,2026-08-05 09:55:54,DELAYED,1360.3
SHP00055221,ORD00058211,WH010,DTDC,2026-03-14 10:00:58,2026-03-18 10:00:58,DELIVERED,1204.89
SHP00055222,ORD00058212,WH002,Ecom Express,2025-12-18 13:48:57,2025-12-21 13:48:57,DELIVERED,491.12
SHP00055223,ORD00058213,WH002,Delhivery,2026-03-23 23:38:29,2026-04-01 23:38:29,DELIVERED,1037.06
SHP00055224,ORD00058214,WH009,BlueDart,2026-05-22 17:57:00,,IN_TRANSIT,335.28
SHP00055225,ORD00058215,WH010,Ecom Express,2025-01-16 13:36:40,,IN_TRANSIT,1049.48
SHP00055226,ORD00058216,WH003,BlueDart,2025-05-04 14:27:50,,CANCELLED,289.6
SHP00055227,ORD00058217,WH003,FedEx,2025-03-28 05:10:04,,IN_TRANSIT,913.67
SHP00055228,ORD00058218,WH002,Ecom Express,2025-06-08 15:18:45,2025-06-18 15:18:45,DELIVERED,1386.06
SHP00055229,ORD00058219,WH004,BlueDart,2025-06-09 15:51:14,,IN_TRANSIT,349.88
