inventory_id,warehouse_id,product_id,inventory_date,quantity_on_hand,reserved_quantity,reorder_level
INV00002695,WH006,PROD00060,2026-03-08,2815,448,187
INV00002696,WH006,PROD00264,2026-05-17,404,39,58
INV00002697,WH006,PROD00334,2026-05-17,4968,40,154
INV00002698,WH006,PROD00257,2025-05-19,388,375,163
INV00002699,WH006,PROD00268,2026-01-16,3988,62,62
INV00002700,WH006,PROD00079,2025-01-06,1840,119,114
INV00002701,WH006,PROD00248,2025-10-06,427,321,111
INV00002702,WH006,PROD00374,2026-03-16,3696,57,73
INV00002703,WH006,PROD00263,2025-11-11,4379,420,33
INV00002704,WH006,PROD00288,2025-07-22,240,253,85
INV00002705,WH006,PROD00133,2025-12-18,3535,96,152
INV00002706,WH006,PROD00114,2025-02-22,3869,132,188
INV00002707,WH006,PROD00387,2026-01-07,4850,49,54
INV00002708,WH006,PROD00342,2025-08-30,4392,146,12
INV00002709,WH006,PROD00117,2025-10-07,3512,495,126
INV00002710,WH006,PROD00037,2025-04-24,2832,436,162
INV00002711,WH006,PROD00326,2025-07-25,1852,27,52
INV00002712,WH006,PROD00297,2026-06-03,3742,158,176
INV00002713,WH006,PROD00413,2025-10-03,4711,436,192
INV00002714,WH006,PROD00490,2025-07-31,643,455,146
INV00002715,WH006,PROD00357,2026-02-26,165,482,50
INV00002716,WH006,PROD00017,2025-09-06,130,78,38
INV00002717,WH006,PROD00044,2025-02-20,802,33,183
INV00002718,WH006,PROD00215,2026-01-22,4828,73,103
INV00002719,WH006,PROD00046,2026-08-03,872,244,93
INV00002720,WH006,PROD00061,2025-09-05,2927,121,200
INV00002721,WH006,PROD00347,2025-05-12,2930,2,145
INV00002722,WH006,PROD00186,2026-01-17,3013,27,80
INV00002723,WH006,PROD00013,2025-03-17,1503,406,177
INV00002724,WH006,PROD00113,2026-02-26,4804,281,39
INV00002725,WH006,PROD00310,2025-11-11,454,73,97
INV00002726,WH006,PROD00400,2025-04-28,2340,441,136
INV00002727,WH006,PROD00155,2026-02-02,439,30,109
INV00002728,WH006,PROD00275,2026-03-29,1083,228,194
INV00002729,WH006,PROD00395,2025-07-17,1927,6,160
INV00002730,WH006,PROD00280,2025-05-11,1965,98,137
INV00002731,WH006,PROD00325,2025-06-13,3072,450,40
INV00002732,WH006,PROD00090,2025-01-23,2814,359,188
INV00002733,WH006,PROD00147,2025-01-23,2810,295,175
INV00002734,WH006,PROD00313,2025-11-21,597,297,190
INV00002735,WH006,PROD00270,2025-05-06,1478,97,137
INV00002736,WH006,PROD00473,2025-11-09,277,459,174
INV00002737,WH006,PROD00467,2026-07-16,2043,493,107
INV00002738,WH006,PROD00223,2025-08-17,2799,494,130
INV00002739,WH006,PROD00416,2026-04-12,4642,188,162
INV00002740,WH006,PROD00494,2025-11-25,4627,58,180
INV00002741,WH006,PROD00480,2026-05-10,1596,425,193
INV00002742,WH006,PROD00004,2025-02-14,525,458,10
INV00002743,WH006,PROD00088,2025-12-27,1790,450,82
INV00002744,WH006,PROD00265,2026-03-18,121,273,58
INV00002745,WH006,PROD00035,2026-04-01,4337,186,47
INV00002746,WH006,PROD00029,2026-02-02,3223,183,151
INV00002747,WH006,PROD00399,2026-04-23,1991,331,75
INV00002748,WH006,PROD00254,2025-12-29,3472,229,18
INV00002749,WH006,PROD00338,2025-04-17,3739,455,177
INV00002750,WH006,PROD00072,2025-06-28,4287,92,190
INV00002751,WH006,PROD00136,2025-07-20,1816,111,89
INV00002752,WH006,PROD00173,2025-02-24,2269,373,141
INV00002753,WH006,PROD00296,2025-10-02,80,200,111
INV00002754,WH006,PROD00367,2025-06-09,311,347,33
INV00002755,WH006,PROD00411,2025-09-11,3898,242,181
INV00002756,WH006,PROD00132,2025-12-31,0,273,81
INV00002757,WH006,PROD00153,2025-09-04,871,275,25
INV00002758,WH006,PROD00498,2025-06-24,2332,287,20
INV00002759,WH006,PROD00148,2026-05-27,3134,85,177
INV00002760,WH006,PROD00421,2025-05-17,65,497,131
INV00002761,WH006,PROD00041,2026-04-09,2445,384,116
INV00002762,WH006,PROD00252,2025-01-01,1595,236,67
INV00002763,WH006,PROD00476,2026-03-23,1325,206,173
INV00002764,WH006,PROD00243,2025-01-04,170,65,126
INV00002765,WH006,PROD00118,2026-07-03,3054,203,42
INV00002766,WH006,PROD00175,2025-03-21,3791,198,139
INV00002767,WH006,PROD00184,2025-09-19,2025,378,36
INV00002768,WH006,PROD00086,2025-09-23,4983,94,72
INV00002769,WH006,PROD00261,2025-08-25,3292,496,67
INV00002770,WH006,PROD00125,2025-11-27,1513,326,80
INV00002771,WH006,PROD00462,2025-07-02,1046,204,84
INV00002772,WH006,PROD00179,2026-06-16,2366,247,19
INV00002773,WH006,PROD00146,2025-06-23,3628,159,140
INV00002774,WH006,PROD00104,2025-02-20,4373,90,165
INV00002775,WH006,PROD00042,2026-06-21,3247,360,159
INV00002776,WH006,PROD00043,2025-05-24,3919,355,117
INV00002777,WH006,PROD00390,2025-01-28,3503,43,10
INV00002778,WH006,PROD00302,2025-10-07,2621,348,106
INV00002779,WH006,PROD00087,2026-07-19,1052,383,44
INV00002780,WH006,PROD00317,2026-05-15,2265,335,46
INV00002781,WH006,PROD00122,2025-02-05,1162,232,102
INV00002782,WH006,PROD00343,2025-08-04,2387,370,167
INV00002783,WH006,PROD00482,2025-08-20,1706,307,125
INV00002784,WH006,PROD00181,2025-07-13,974,326,22
INV00002785,WH006,PROD00393,2026-02-27,3336,305,87
INV00002786,WH006,PROD00276,2025-04-13,4180,145,55
INV00002787,WH006,PROD00135,2026-02-23,4015,386,199
INV00002788,WH006,PROD00021,2026-01-13,4971,406,115
INV00002789,WH006,PROD00169,2025-01-25,4660,268,17
INV00002790,WH006,PROD00332,2025-05-11,4577,86,197
INV00002791,WH006,PROD00281,2025-10-01,4970,2,68
INV00002792,WH006,PROD00183,2026-06-28,4463,249,31
INV00002793,WH006,PROD00039,2025-01-06,1473,215,143
INV00002794,WH006,PROD00339,2026-03-08,2235,276,184
INV00002795,WH006,PROD00463,2026-06-29,2818,155,12
INV00002796,WH006,PROD00049,2025-03-31,4670,384,131
INV00002797,WH006,PROD00359,2025-10-23,4031,74,19
INV00002798,WH006,PROD00202,2025-02-12,3889,451,96
INV00002799,WH006,PROD00388,2026-03-07,3882,87,17
INV00002800,WH006,PROD00097,2025-02-02,4163,242,24
INV00002801,WH006,PROD00064,2026-07-21,2043,490,146
INV00002802,WH006,PROD00396,2026-07-20,3957,223,189
INV00002803,WH006,PROD00204,2025-01-23,2920,491,87
INV00002804,WH006,PROD00378,2026-02-12,3239,413,42
INV00002805,WH006,PROD00417,2026-06-28,3860,483,80
INV00002806,WH006,PROD00048,2026-01-07,135,170,27
INV00002807,WH006,PROD00032,2025-04-06,3451,222,198
INV00002808,WH006,PROD00182,2026-05-01,737,22,108
INV00002809,WH006,PROD00127,2026-05-04,2537,299,126
INV00002810,WH006,PROD00448,2025-07-06,3432,443,145
INV00002811,WH006,PROD00437,2025-03-15,1856,106,117
INV00002812,WH006,PROD00441,2026-01-25,1940,324,94
INV00002813,WH006,PROD00201,2025-12-25,3531,212,138
INV00002814,WH006,PROD00323,2025-02-08,4492,289,103
INV00002815,WH006,PROD00394,2025-05-30,2037,104,176
INV00002816,WH006,PROD00481,2025-06-24,1652,369,58
INV00002817,WH006,PROD00330,2025-09-01,3175,221,46
INV00002818,WH006,PROD00008,2026-02-12,4459,106,155
INV00002819,WH006,PROD00016,2026-02-11,1363,367,95
INV00002820,WH006,PROD00495,2025-12-30,4165,454,151
INV00002821,WH006,PROD00071,2025-01-26,788,147,50
INV00002822,WH006,PROD00272,2025-08-23,739,28,25
INV00002823,WH006,PROD00412,2026-02-13,3823,220,109
INV00002824,WH006,PROD00435,2026-03-09,2464,110,80
INV00002825,WH006,PROD00450,2026-01-20,4809,42,86
INV00002826,WH006,PROD00040,2026-07-24,3320,346,91
INV00002827,WH006,PROD00266,2026-04-19,92,436,151
INV00002828,WH006,PROD00018,2025-10-17,1184,421,42
INV00002829,WH006,PROD00350,2025-06-02,2117,410,112
INV00002830,WH006,PROD00110,2026-03-11,3517,211,182
INV00002831,WH006,PROD00333,2025-01-04,4717,135,119
INV00002832,WH006,PROD00430,2025-10-19,1556,4,176
INV00002833,WH006,PROD00321,2025-12-31,3006,94,154
INV00002834,WH006,PROD00239,2025-07-12,2766,175,45
INV00002835,WH006,PROD00221,2026-04-28,4816,32,107
INV00002836,WH006,PROD00253,2025-02-25,588,87,68
INV00002837,WH006,PROD00315,2026-05-17,1991,33,110
INV00002838,WH006,PROD00080,2026-03-05,0,223,179
INV00002839,WH006,PROD00024,2025-10-28,4290,344,174
INV00002840,WH006,PROD00429,2026-08-09,2552,34,22
INV00002841,WH006,PROD00129,2026-07-22,3238,438,105
INV00002842,WH006,PROD00386,2025-06-21,368,172,146
INV00002843,WH006,PROD00031,2025-03-31,2574,254,158
INV00002844,WH006,PROD00247,2025-10-21,2986,405,141
INV00002845,WH006,PROD00178,2025-03-11,888,92,185
INV00002846,WH006,PROD00077,2026-02-22,3105,193,157
INV00002847,WH006,PROD00210,2025-03-09,2185,459,71
INV00002848,WH006,PROD00207,2025-12-01,1030,119,78
INV00002849,WH006,PROD00308,2025-11-05,0,457,196
INV00002850,WH006,PROD00446,2025-06-21,1691,480,50
INV00002851,WH006,PROD00073,2025-01-30,1355,435,60
INV00002852,WH006,PROD00466,2025-12-15,3259,25,50
INV00002853,WH006,PROD00293,2026-07-28,1341,494,72
INV00002854,WH006,PROD00286,2025-11-22,405,264,162
INV00002855,WH006,PROD00093,2025-09-13,4212,452,177
INV00002856,WH006,PROD00236,2025-08-01,122,365,129
INV00002857,WH006,PROD00434,2025-07-21,1798,407,162
INV00002858,WH006,PROD00485,2026-03-21,1479,6,108
INV00002859,WH006,PROD00341,2025-04-07,2775,194,86
INV00002860,WH006,PROD00091,2025-07-31,488,373,131
INV00002861,WH006,PROD00151,2026-07-26,3290,102,83
INV00002862,WH006,PROD00324,2025-11-04,2733,401,73
INV00002863,WH006,PROD00150,2025-02-13,3755,403,80
INV00002864,WH006,PROD00019,2026-02-12,2285,31,63
INV00002865,WH006,PROD00269,2026-04-04,1708,244,76
INV00002866,WH006,PROD00432,2025-05-22,4985,394,191
INV00002867,WH006,PROD00488,2025-01-04,2390,451,182
INV00002868,WH006,PROD00419,2025-11-22,67,479,115
INV00002869,WH006,PROD00165,2025-05-29,4219,451,117
INV00002870,WH006,PROD00444,2026-02-04,4718,235,127
INV00002871,WH006,PROD00054,2025-08-09,1954,279,127
INV00002872,WH006,PROD00407,2026-05-01,2276,446,132
INV00002873,WH006,PROD00011,2026-01-10,3873,472,154
INV00002874,WH006,PROD00218,2026-03-26,394,427,139
INV00002875,WH006,PROD00121,2025-02-20,257,455,77
INV00002876,WH006,PROD00449,2025-11-13,2954,3,89
INV00002877,WH006,PROD00426,2026-07-06,2295,358,126
INV00002878,WH006,PROD00454,2025-09-04,605,96,177
INV00002879,WH006,PROD00365,2025-11-18,4888,414,187
INV00002880,WH006,PROD00076,2026-03-04,4192,86,120
INV00002881,WH006,PROD00216,2026-06-03,689,489,192
INV00002882,WH006,PROD00461,2026-01-30,1523,7,75
INV00002883,WH006,PROD00102,2026-04-10,2595,442,107
INV00002884,WH006,PROD00457,2025-04-26,1990,66,37
INV00002885,WH006,PROD00402,2025-06-19,4192,464,76
INV00002886,WH006,PROD00241,2025-07-07,3381,256,180
INV00002887,WH006,PROD00382,2025-10-29,4390,208,45
INV00002888,WH006,PROD00484,2026-01-27,1672,299,54
INV00002889,WH006,PROD00303,2025-10-08,49,117,187
INV00002890,WH006,PROD00100,2026-07-03,2619,428,129
INV00002891,WH006,PROD00384,2025-02-02,865,260,109
INV00002892,WH006,PROD00491,2025-01-22,3105,49,24
INV00002893,WH006,PROD00063,2026-02-27,4452,438,144
INV00002894,WH006,PROD00287,2025-12-06,347,150,101
INV00002895,WH006,PROD00371,2025-06-05,2987,82,159
INV00002896,WH006,PROD00468,2026-06-25,3208,248,43
INV00002897,WH006,PROD00262,2025-07-26,410,464,44
INV00002898,WH006,PROD00152,2025-12-09,4991,33,199
INV00002899,WH006,PROD00115,2025-07-12,2664,381,81
INV00002900,WH006,PROD00066,2025-08-08,4636,473,23
INV00002901,WH006,PROD00203,2025-09-15,2819,439,63
INV00002902,WH006,PROD00069,2026-05-24,1981,500,123
INV00002903,WH006,PROD00340,2025-05-26,1592,373,132
INV00002904,WH006,PROD00256,2025-05-16,530,19,24
INV00002905,WH006,PROD00406,2025-08-08,3027,65,135
INV00002906,WH006,PROD00001,2026-04-10,2887,308,58
INV00002907,WH006,PROD00023,2026-03-09,3458,205,178
INV00002908,WH006,PROD00096,2025-03-22,4628,232,33
INV00002909,WH006,PROD00160,2026-02-27,3062,451,97
INV00002910,WH006,PROD00237,2025-03-19,796,71,57
INV00002911,WH006,PROD00424,2025-03-21,1858,249,142
INV00002912,WH006,PROD00312,2026-04-04,3640,320,167
INV00002913,WH006,PROD00453,2026-01-03,4904,59,19
INV00002914,WH006,PROD00292,2025-04-16,31,427,13
INV00002915,WH006,PROD00222,2025-11-21,682,365,90
INV00002916,WH006,PROD00192,2025-08-06,1216,356,44
INV00002917,WH006,PROD00415,2025-11-29,3231,277,42
INV00002918,WH006,PROD00124,2026-03-25,508,377,37
INV00002919,WH006,PROD00273,2026-04-06,3071,422,191
INV00002920,WH006,PROD00034,2025-03-09,2807,227,28
INV00002921,WH006,PROD00381,2025-03-06,4215,323,175
INV00002922,WH006,PROD00259,2025-05-29,4437,145,119
INV00002923,WH006,PROD00028,2025-03-12,1175,363,179
INV00002924,WH006,PROD00199,2025-05-18,2135,398,87
INV00002925,WH006,PROD00190,2025-04-14,1454,95,16
INV00002926,WH006,PROD00397,2026-05-19,3876,133,154
INV00002927,WH006,PROD00369,2025-08-12,2835,18,121
INV00002928,WH006,PROD00436,2025-05-11,4078,166,163
INV00002929,WH006,PROD00238,2025-02-22,1668,316,173
INV00002930,WH006,PROD00487,2026-06-08,2491,207,150
INV00002931,WH006,PROD00409,2025-10-25,4649,434,109
INV00002932,WH006,PROD00025,2025-05-10,4059,227,77
INV00002933,WH006,PROD00062,2025-02-01,4765,463,90
INV00002934,WH006,PROD00211,2026-03-28,3008,478,177
INV00002935,WH006,PROD00489,2026-06-16,580,121,100
INV00002936,WH006,PROD00078,2025-05-13,1296,281,123
INV00002937,WH006,PROD00206,2025-05-04,4318,276,98
INV00002938,WH006,PROD00081,2026-04-22,4628,271,113
INV00002939,WH006,PROD00380,2025-04-12,617,46,57
INV00002940,WH006,PROD00003,2026-07-07,592,395,52
INV00002941,WH006,PROD00458,2026-03-24,4602,416,101
INV00002942,WH006,PROD00353,2025-05-10,1749,392,166
INV00002943,WH006,PROD00475,2026-08-07,4522,473,115
INV00002944,WH006,PROD00231,2025-01-15,2832,25,45
INV00002945,WH006,PROD00020,2026-03-07,2570,428,49
INV00002946,WH006,PROD00319,2026-01-19,2739,168,168
INV00002947,WH006,PROD00428,2025-04-09,1431,42,99
INV00002948,WH006,PROD00188,2026-03-03,4051,107,102
INV00002949,WH006,PROD00314,2025-03-15,367,346,127
INV00002950,WH006,PROD00213,2025-07-16,3579,81,151
INV00002951,WH006,PROD00459,2025-04-20,4233,164,133
INV00002952,WH006,PROD00267,2026-01-25,2834,250,141
INV00002953,WH006,PROD00348,2026-01-15,3129,485,149
INV00002954,WH006,PROD00294,2026-03-05,683,399,52
INV00002955,WH006,PROD00233,2025-03-30,4100,278,69
INV00002956,WH006,PROD00345,2025-07-28,4551,195,151
INV00002957,WH006,PROD00075,2025-03-28,4511,180,129
INV00002958,WH006,PROD00364,2025-10-10,2650,404,149
INV00002959,WH006,PROD00198,2025-02-13,3881,271,42
INV00002960,WH006,PROD00194,2026-02-04,2128,94,189
INV00002961,WH006,PROD00377,2026-05-07,3827,370,31
INV00002962,WH006,PROD00123,2025-11-26,3560,39,178
INV00002963,WH006,PROD00335,2025-02-24,3464,201,50
INV00002964,WH006,PROD00443,2025-04-23,697,274,115
INV00002965,WH006,PROD00336,2025-02-02,4729,105,176
INV00002966,WH006,PROD00108,2025-02-01,0,445,96
INV00002967,WH006,PROD00360,2025-12-16,1539,441,29
INV00002968,WH006,PROD00185,2025-02-20,3815,360,123
INV00002969,WH006,PROD00157,2025-07-23,1730,283,95
INV00002970,WH006,PROD00389,2026-03-17,1952,267,54
INV00002971,WH006,PROD00329,2025-12-26,207,242,43
INV00002972,WH006,PROD00440,2025-02-03,4686,107,56
INV00002973,WH006,PROD00403,2025-08-30,1263,90,33
INV00002974,WH006,PROD00366,2025-08-23,1097,74,36
INV00002975,WH006,PROD00346,2025-05-06,1456,71,85
INV00002976,WH006,PROD00474,2026-01-06,1287,227,137
INV00002977,WH006,PROD00414,2025-02-16,4194,123,47
INV00002978,WH006,PROD00131,2025-11-16,2002,407,139
INV00002979,WH006,PROD00015,2025-09-05,791,215,77
INV00002980,WH006,PROD00197,2025-11-04,3830,423,114
INV00002981,WH006,PROD00460,2026-07-22,3259,209,181
INV00002982,WH006,PROD00455,2026-03-23,619,422,189
INV00002983,WH006,PROD00214,2026-08-11,4804,372,169
INV00002984,WH006,PROD00447,2026-04-03,2699,39,132
INV00002985,WH006,PROD00372,2026-02-03,899,474,101
INV00002986,WH006,PROD00305,2026-06-13,4632,173,183
INV00002987,WH006,PROD00299,2025-01-02,3644,35,110
INV00002988,WH006,PROD00067,2025-02-22,3838,34,185
INV00002989,WH006,PROD00219,2025-05-27,2659,298,116
INV00002990,WH006,PROD00404,2026-02-23,517,148,52
INV00002991,WH006,PROD00094,2025-05-31,2244,60,176
INV00002992,WH006,PROD00420,2025-01-15,3332,141,46
INV00002993,WH006,PROD00229,2025-07-17,124,8,147
INV00002994,WH006,PROD00050,2026-01-30,3307,360,165
INV00002995,WH006,PROD00059,2026-04-19,2196,231,135
INV00002996,WH006,PROD00095,2025-03-26,3202,209,134
INV00002997,WH006,PROD00425,2026-03-28,4016,351,44
INV00002998,WH006,PROD00249,2026-04-10,1197,282,148
INV00002999,WH006,PROD00370,2025-06-07,3602,133,198
INV00003000,WH006,PROD00284,2025-07-03,1417,141,148
INV00003001,WH007,PROD00359,2025-09-18,4098,38,19
INV00003002,WH007,PROD00338,2025-03-21,688,316,177
INV00003003,WH007,PROD00044,2026-07-27,98,299,183
INV00003004,WH007,PROD00055,2025-04-11,4819,402,147
INV00003005,WH007,PROD00376,2025-09-22,534,435,25
INV00003006,WH007,PROD00030,2025-12-12,2977,141,167
INV00003007,WH007,PROD00195,2025-10-24,2824,434,136
INV00003008,WH007,PROD00403,2026-04-27,2677,416,33
INV00003009,WH007,PROD00288,2025-06-08,410,442,85
INV00003010,WH007,PROD00464,2025-12-07,979,170,197
INV00003011,WH007,PROD00092,2025-07-07,629,272,94
INV00003012,WH007,PROD00500,2025-07-12,1815,249,167
INV00003013,WH007,PROD00303,2026-05-04,3249,187,187
INV00003014,WH007,PROD00001,2025-02-09,1187,411,58
INV00003015,WH007,PROD00006,2026-03-01,1460,160,25
INV00003016,WH007,PROD00286,2025-11-13,232,158,162
INV00003017,WH007,PROD00468,2025-01-14,3871,311,43
INV00003018,WH007,PROD00493,2026-04-01,2245,16,182
INV00003019,WH007,PROD00016,2025-02-26,4928,461,95
INV00003020,WH007,PROD00117,2025-03-03,4762,183,126
INV00003021,WH007,PROD00344,2026-06-03,1050,74,108
INV00003022,WH007,PROD00144,2025-06-07,4096,105,168
INV00003023,WH007,PROD00490,2026-06-19,2560,413,146
INV00003024,WH007,PROD00216,2026-03-20,4308,151,192
INV00003025,WH007,PROD00408,2025-04-29,1995,5,39
INV00003026,WH007,PROD00304,2025-12-14,4702,255,31
INV00003027,WH007,PROD00360,2025-08-12,3368,107,29
INV00003028,WH007,PROD00198,2026-07-25,803,349,42
INV00003029,WH007,PROD00098,2025-11-28,4145,120,56
INV00003030,WH007,PROD00466,2026-06-08,1896,141,50
INV00003031,WH007,PROD00004,2025-05-16,268,58,10
INV00003032,WH007,PROD00056,2025-07-02,2095,184,32
INV00003033,WH007,PROD00230,2026-05-05,1889,314,22
INV00003034,WH007,PROD00324,2025-10-02,2922,100,73
INV00003035,WH007,PROD00210,2025-03-13,3280,367,71
INV00003036,WH007,PROD00297,2025-10-26,1398,101,176
INV00003037,WH007,PROD00305,2026-01-08,2947,18,183
INV00003038,WH007,PROD00318,2025-06-23,56,205,147
INV00003039,WH007,PROD00476,2025-01-14,1827,51,173
INV00003040,WH007,PROD00439,2025-10-31,2885,261,53
INV00003041,WH007,PROD00168,2025-01-18,298,388,16
INV00003042,WH007,PROD00130,2025-12-12,2857,190,115
INV00003043,WH007,PROD00229,2025-12-16,186,115,147
INV00003044,WH007,PROD00143,2025-09-01,2522,493,156
INV00003045,WH007,PROD00093,2025-02-21,2164,417,177
INV00003046,WH007,PROD00163,2025-04-29,4223,306,166
INV00003047,WH007,PROD00278,2025-10-06,1855,201,188
INV00003048,WH007,PROD00263,2026-05-18,4604,421,33
INV00003049,WH007,PROD00371,2025-02-10,1678,26,159
INV00003050,WH007,PROD00258,2025-08-27,64,312,86
INV00003051,WH007,PROD00417,2026-03-15,2355,432,80
INV00003052,WH007,PROD00068,2026-03-31,2333,478,40
INV00003053,WH007,PROD00387,2026-06-18,2309,125,54
INV00003054,WH007,PROD00003,2025-06-24,0,482,52
INV00003055,WH007,PROD00438,2025-08-30,3875,295,192
INV00003056,WH007,PROD00302,2025-05-28,4599,24,106
INV00003057,WH007,PROD00080,2026-01-08,2034,139,179
INV00003058,WH007,PROD00378,2025-08-03,2773,196,42
INV00003059,WH007,PROD00459,2025-08-15,4457,103,133
INV00003060,WH007,PROD00171,2025-01-11,4390,176,48
INV00003061,WH007,PROD00086,2026-03-25,2326,62,72
INV00003062,WH007,PROD00102,2025-03-11,3342,401,107
INV00003063,WH007,PROD00332,2026-02-16,2725,28,197
INV00003064,WH007,PROD00491,2025-04-03,4058,144,24
INV00003065,WH007,PROD00441,2026-07-07,250,304,94
INV00003066,WH007,PROD00251,2025-09-08,3908,263,184
INV00003067,WH007,PROD00060,2025-11-09,744,322,187
INV00003068,WH007,PROD00474,2026-02-05,3583,111,137
INV00003069,WH007,PROD00337,2026-03-13,3372,152,176
INV00003070,WH007,PROD00295,2026-06-05,4133,109,73
INV00003071,WH007,PROD00289,2025-11-08,1294,82,109
INV00003072,WH007,PROD00155,2026-02-04,4778,1,109
INV00003073,WH007,PROD00370,2025-06-22,2362,51,198
INV00003074,WH007,PROD00413,2025-06-30,3886,62,192
INV00003075,WH007,PROD00422,2025-09-05,2039,478,135
INV00003076,WH007,PROD00213,2026-07-28,2056,492,151
INV00003077,WH007,PROD00226,2025-12-07,4801,178,86
INV00003078,WH007,PROD00489,2026-07-02,4940,312,100
INV00003079,WH007,PROD00192,2025-11-12,240,0,44
INV00003080,WH007,PROD00009,2025-03-23,3162,355,143
INV00003081,WH007,PROD00415,2025-10-01,2817,67,42
INV00003082,WH007,PROD00265,2026-02-07,3432,354,58
INV00003083,WH007,PROD00335,2025-05-31,497,229,50
INV00003084,WH007,PROD00227,2025-05-12,4163,285,41
INV00003085,WH007,PROD00326,2026-03-28,1137,23,52
INV00003086,WH007,PROD00175,2026-01-22,4353,70,139
INV00003087,WH007,PROD00329,2025-09-20,3375,445,43
INV00003088,WH007,PROD00296,2025-08-05,1094,453,111
INV00003089,WH007,PROD00081,2026-02-25,4285,315,113
INV00003090,WH007,PROD00071,2026-03-08,877,448,50
INV00003091,WH007,PROD00167,2025-05-27,1511,52,141
INV00003092,WH007,PROD00254,2025-09-30,1376,21,18
INV00003093,WH007,PROD00426,2025-05-13,569,266,126
INV00003094,WH007,PROD00101,2026-07-27,3365,306,118
INV00003095,WH007,PROD00234,2025-08-02,2228,275,111
INV00003096,WH007,PROD00328,2025-07-31,952,493,183
INV00003097,WH007,PROD00221,2026-07-12,1146,266,107
INV00003098,WH007,PROD00394,2025-08-12,3591,103,176
INV00003099,WH007,PROD00057,2025-09-06,3182,339,17
INV00003100,WH007,PROD00199,2026-04-03,2354,393,87
INV00003101,WH007,PROD00369,2026-07-31,1125,411,121
INV00003102,WH007,PROD00467,2026-05-05,3657,42,107
INV00003103,WH007,PROD00270,2026-07-12,3249,420,137
INV00003104,WH007,PROD00002,2025-08-28,814,475,150
INV00003105,WH007,PROD00386,2025-04-10,506,119,146
INV00003106,WH007,PROD00247,2025-11-10,2373,42,141
INV00003107,WH007,PROD00022,2025-07-27,764,438,66
INV00003108,WH007,PROD00434,2025-09-08,1017,297,162
INV00003109,WH007,PROD00244,2026-04-12,2701,431,73
INV00003110,WH007,PROD00374,2026-05-23,2358,478,73
INV00003111,WH007,PROD00355,2025-01-09,4761,14,78
INV00003112,WH007,PROD00311,2025-07-11,3883,470,128
INV00003113,WH007,PROD00233,2025-01-13,1464,131,69
INV00003114,WH007,PROD00162,2025-10-23,1151,21,187
INV00003115,WH007,PROD00389,2025-07-24,154,288,54
INV00003116,WH007,PROD00209,2025-01-05,2910,65,137
INV00003117,WH007,PROD00253,2026-08-07,726,28,68
INV00003118,WH007,PROD00354,2025-11-12,4105,333,137
INV00003119,WH007,PROD00064,2026-02-20,2199,72,146
INV00003120,WH007,PROD00148,2026-06-19,1894,131,177
INV00003121,WH007,PROD00189,2026-02-22,4599,408,29
INV00003122,WH007,PROD00266,2026-02-26,3829,417,151
INV00003123,WH007,PROD00183,2025-11-24,2967,51,31
INV00003124,WH007,PROD00471,2025-02-22,4348,226,152
INV00003125,WH007,PROD00494,2025-05-23,4000,350,180
INV00003126,WH007,PROD00142,2026-04-06,3723,67,199
INV00003127,WH007,PROD00449,2026-03-23,1058,269,89
INV00003128,WH007,PROD00431,2025-01-30,2339,228,43
INV00003129,WH007,PROD00122,2025-04-03,4041,45,102
INV00003130,WH007,PROD00139,2026-05-02,1841,178,180
INV00003131,WH007,PROD00264,2025-02-18,3919,485,58
INV00003132,WH007,PROD00236,2026-01-11,0,466,129
INV00003133,WH007,PROD00032,2025-08-13,792,2,198
INV00003134,WH007,PROD00112,2025-01-22,870,168,128
INV00003135,WH007,PROD00343,2026-07-17,487,383,167
INV00003136,WH007,PROD00053,2026-02-27,2568,297,175
INV00003137,WH007,PROD00240,2025-11-05,1111,21,94
INV00003138,WH007,PROD00473,2026-01-01,31,436,174
INV00003139,WH007,PROD00382,2026-02-13,396,30,45
INV00003140,WH007,PROD00279,2026-04-28,4222,210,113
INV00003141,WH007,PROD00160,2025-04-02,4476,467,97
INV00003142,WH007,PROD00351,2025-10-18,4771,22,62
INV00003143,WH007,PROD00051,2025-08-12,4231,77,106
INV00003144,WH007,PROD00013,2025-03-30,2610,91,177
INV00003145,WH007,PROD00472,2025-07-17,1681,454,29
INV00003146,WH007,PROD00252,2025-11-27,4543,131,67
INV00003147,WH007,PROD00172,2026-06-15,3431,427,169
INV00003148,WH007,PROD00087,2026-04-25,3946,104,44
INV00003149,WH007,PROD00350,2025-01-28,3088,52,112
INV00003150,WH007,PROD00428,2025-08-09,2669,423,99
INV00003151,WH007,PROD00050,2025-01-28,4950,10,165
INV00003152,WH007,PROD00120,2025-02-26,345,32,16
INV00003153,WH007,PROD00322,2025-01-26,4776,361,127
INV00003154,WH007,PROD00465,2025-09-25,1423,327,108
INV00003155,WH007,PROD00267,2026-07-15,371,390,141
INV00003156,WH007,PROD00281,2025-10-31,2428,225,68
INV00003157,WH007,PROD00457,2026-07-06,3437,66,37
INV00003158,WH007,PROD00398,2025-11-11,1442,481,52
INV00003159,WH007,PROD00330,2025-06-05,2514,128,46
INV00003160,WH007,PROD00141,2025-03-31,1788,96,43
INV00003161,WH007,PROD00480,2025-01-14,4897,164,193
INV00003162,WH007,PROD00194,2026-05-27,3196,86,189
